Fecha,Anio,Guia,Cliente,Origen,Destino,Tipo_Carga,Peso_kg,Distancia_km,Transportista,Costo_Flete,Dias_Entrega,Estado
2023-02-01,2023,GUI-3544,Agroexportadora del Valle,Cusco,Iquitos,Maquinaria industrial,4726.67,405,Kargia Flota Norte,2512.03,2,Entregado
2023-02-01,2023,GUI-3545,Constructora Norte,Cusco,Huancayo,Textiles,1782.61,964,Transportes Andina SAC,3119.04,6,Retrasado
2023-02-01,2023,GUI-3546,Agroexportadora del Valle,Cusco,Lima,Documentos y paqueteria,1302.47,1115,Envios del Sur EIRL,2762.34,8,Retrasado
2023-02-01,2023,GUI-3547,Constructora Norte,Chiclayo,Piura,Maquinaria industrial,1191.57,480,Rutas Continentales SAC,1346.32,1,Entregado
2023-02-02,2023,GUI-3548,Constructora Norte,Tacna,Piura,Maquinaria industrial,4718.99,628,Logistica Rapida SAC,4665.07,2,Entregado
2023-02-02,2023,GUI-3549,Textiles Peruanos SAC,Cusco,Ica,Refrigerado,4186.08,881,TransPeru Cargo,3066.38,3,Entregado
2023-02-02,2023,GUI-3550,Distribuidora Central,Arequipa,Cusco,Textiles,121.4,434,TransPeru Cargo,801.4,2,Entregado
2023-02-02,2023,GUI-3551,Grupo Industrial Lima,Iquitos,Ica,Electrodomesticos,2386.59,849,TransPeru Cargo,2257.05,3,Entregado
2023-02-02,2023,GUI-3552,Distribuidora Central,Lima,Chiclayo,Electrodomesticos,305.21,733,TransPeru Cargo,1183.9,3,Entregado
2023-02-03,2023,GUI-3553,Corporacion Metalica Peru,Piura,Chiclayo,Carga general,3512.19,533,Transportes Andina SAC,3156.37,2,Entregado
2023-02-03,2023,GUI-3554,Minera Altiplano,Chiclayo,Trujillo,Perecibles,650.89,422,Rutas Continentales SAC,1046.55,1,Entregado
2023-02-03,2023,GUI-3555,Agroexportadora del Valle,Chiclayo,Trujillo,Perecibles,1713.65,392,Envios del Sur EIRL,1674.64,1,Entregado
2023-02-03,2023,GUI-3556,Minera Altiplano,Trujillo,Chiclayo,Documentos y paqueteria,2369.47,395,Envios del Sur EIRL,2317.28,1,Entregado
2023-02-03,2023,GUI-3557,Constructora Norte,Piura,Trujillo,Documentos y paqueteria,1761.16,577,Rutas Continentales SAC,2093.71,2,Entregado
2023-02-03,2023,GUI-3558,Corporacion Metalica Peru,Piura,Huancayo,Documentos y paqueteria,2182.75,750,Transportes Andina SAC,2576.91,6,Retrasado
2023-02-04,2023,GUI-3559,Textiles Peruanos SAC,Ica,Lima,Textiles,321.33,312,Kargia Flota Norte,588.31,2,Entregado
2023-02-04,2023,GUI-3560,Farmaceutica Nacional,Ica,Trujillo,Carga general,2807.92,338,Logistica Rapida SAC,2713.79,2,Entregado
2023-02-04,2023,GUI-3561,Grupo Industrial Lima,Ica,Arequipa,Refrigerado,575.44,844,Logistica Rapida SAC,1428.41,2,Entregado
2023-02-04,2023,GUI-3562,Farmaceutica Nacional,Iquitos,Arequipa,Perecibles,2970.05,375,Rutas Continentales SAC,1729.99,1,Cancelado
2023-02-04,2023,GUI-3563,Distribuidora Central,Ica,Chiclayo,Refrigerado,1506.88,548,Transportes Andina SAC,1378.41,2,Entregado
2023-02-04,2023,GUI-3564,Farmaceutica Nacional,Trujillo,Huancayo,Perecibles,2466.76,405,TransPeru Cargo,1528.11,2,Entregado
2023-02-04,2023,GUI-3565,Constructora Norte,Trujillo,Ica,Materiales de construccion,4218.46,333,Rutas Continentales SAC,4188.83,1,Entregado
2023-02-05,2023,GUI-3566,Comercial Andina SAC,Lima,Cusco,Documentos y paqueteria,2608.53,1071,Logistica Rapida SAC,2589.35,4,Entregado
2023-02-05,2023,GUI-3567,Distribuidora Central,Cusco,Piura,Refrigerado,438.03,409,Logistica Rapida SAC,682.24,2,Entregado
2023-02-05,2023,GUI-3568,Constructora Norte,Trujillo,Arequipa,Textiles,1144.96,619,Transportes Andina SAC,1460.25,1,Entregado
2023-02-05,2023,GUI-3569,Textiles Peruanos SAC,Ica,Iquitos,Carga general,2040.35,817,TransPeru Cargo,1870.87,1,Entregado
2023-02-05,2023,GUI-3570,Industrias del Pacifico,Ica,Tacna,Documentos y paqueteria,1477.69,1119,TransPeru Cargo,2202.14,4,Entregado
2023-02-06,2023,GUI-3571,Textiles Peruanos SAC,Ica,Arequipa,Carga general,4286.17,847,Envios del Sur EIRL,3022.06,3,Cancelado
2023-02-06,2023,GUI-3572,Minera Altiplano,Chiclayo,Huancayo,Maquinaria industrial,3391.63,572,Transportes Andina SAC,2469.41,1,Cancelado
2023-02-06,2023,GUI-3573,Corporacion Metalica Peru,Iquitos,Huancayo,Carga general,2127.73,828,Kargia Flota Norte,2915.04,3,Cancelado
2023-02-06,2023,GUI-3574,Grupo Industrial Lima,Iquitos,Huancayo,Maquinaria industrial,175.13,883,TransPeru Cargo,1571.28,1,Entregado
2023-02-07,2023,GUI-3575,Agroexportadora del Valle,Iquitos,Lima,Perecibles,632.16,981,TransPeru Cargo,1325.27,3,Entregado
2023-02-07,2023,GUI-3576,Constructora Norte,Piura,Lima,Carga general,4583.72,988,Rutas Continentales SAC,3568.18,2,Entregado
2023-02-07,2023,GUI-3577,Industrias del Pacifico,Piura,Lima,Textiles,313.5,975,Logistica Rapida SAC,1271.75,3,Entregado
2023-02-07,2023,GUI-3578,Corporacion Metalica Peru,Iquitos,Ica,Textiles,1841.26,791,Logistica Rapida SAC,1868.91,2,Entregado
2023-02-07,2023,GUI-3579,Agroexportadora del Valle,Arequipa,Piura,Refrigerado,4710.81,413,TransPeru Cargo,4358.57,2,En transito
2023-02-08,2023,GUI-3580,Corporacion Metalica Peru,Huancayo,Ica,Textiles,4371.93,98,Envios del Sur EIRL,2021.71,1,Entregado
2023-02-08,2023,GUI-3581,Grupo Industrial Lima,Cusco,Huancayo,Perecibles,2779.22,868,TransPeru Cargo,3464.03,1,Entregado
2023-02-08,2023,GUI-3582,Distribuidora Central,Lima,Tacna,Textiles,4317.59,1262,Rutas Continentales SAC,4530.88,3,Entregado
2023-02-08,2023,GUI-3583,Industrias del Pacifico,Tacna,Chiclayo,Materiales de construccion,1752.28,844,Envios del Sur EIRL,1707.7,1,Entregado
2023-02-08,2023,GUI-3584,Industrias del Pacifico,Huancayo,Cusco,Documentos y paqueteria,1875.36,848,Envios del Sur EIRL,2803.27,2,Entregado
2023-02-08,2023,GUI-3585,Farmaceutica Nacional,Lima,Piura,Refrigerado,663.8,979,TransPeru Cargo,1420.57,1,Entregado
2023-02-08,2023,GUI-3586,Farmaceutica Nacional,Chiclayo,Lima,Electrodomesticos,3094.84,817,Rutas Continentales SAC,3299.91,1,Entregado
2023-02-09,2023,GUI-3587,Grupo Industrial Lima,Cusco,Tacna,Maquinaria industrial,2055,545,Logistica Rapida SAC,1994.02,1,Entregado
2023-02-09,2023,GUI-3588,Constructora Norte,Trujillo,Huancayo,Textiles,2859.04,308,Envios del Sur EIRL,2728.45,1,Entregado
2023-02-09,2023,GUI-3589,Agroexportadora del Valle,Arequipa,Iquitos,Perecibles,4536.13,337,Logistica Rapida SAC,4180.73,2,Entregado
2023-02-09,2023,GUI-3590,Distribuidora Central,Arequipa,Ica,Documentos y paqueteria,448.68,840,TransPeru Cargo,1477.95,1,Entregado
2023-02-09,2023,GUI-3591,Distribuidora Central,Huancayo,Lima,Maquinaria industrial,2495.45,298,TransPeru Cargo,1935.67,1,Entregado
2023-02-09,2023,GUI-3592,Industrias del Pacifico,Huancayo,Cusco,Textiles,1095.87,915,TransPeru Cargo,1579.2,3,Entregado
2023-02-09,2023,GUI-3593,Agroexportadora del Valle,Trujillo,Lima,Carga general,1450.44,583,Transportes Andina SAC,1514.81,2,Entregado
2023-02-09,2023,GUI-3594,Distribuidora Central,Ica,Lima,Electrodomesticos,153.86,329,Logistica Rapida SAC,560.86,1,Entregado
2023-02-10,2023,GUI-3595,Industrias del Pacifico,Lima,Arequipa,Materiales de construccion,1223.91,989,Rutas Continentales SAC,2358.36,3,Entregado
2023-02-10,2023,GUI-3596,Constructora Norte,Lima,Iquitos,Textiles,3508.09,1003,Rutas Continentales SAC,3574.52,3,Entregado
2023-02-10,2023,GUI-3597,Corporacion Metalica Peru,Piura,Huancayo,Textiles,454.37,816,Kargia Flota Norte,953.39,3,Entregado
2023-02-10,2023,GUI-3598,Textiles Peruanos SAC,Ica,Piura,Electrodomesticos,2993.11,743,Rutas Continentales SAC,2040.52,2,Entregado
2023-02-11,2023,GUI-3599,Grupo Industrial Lima,Iquitos,Trujillo,Documentos y paqueteria,2008.89,707,Logistica Rapida SAC,2880.12,1,Entregado
2023-02-11,2023,GUI-3600,Comercial Andina SAC,Piura,Iquitos,Maquinaria industrial,2176.15,421,Rutas Continentales SAC,1928.01,2,Entregado
2023-02-11,2023,GUI-3601,Textiles Peruanos SAC,Lima,Iquitos,Textiles,2195.77,1085,Logistica Rapida SAC,2240.31,4,Entregado
2023-02-11,2023,GUI-3602,Corporacion Metalica Peru,Piura,Chiclayo,Electrodomesticos,3575.87,438,Rutas Continentales SAC,2804.19,6,Retrasado
2023-02-11,2023,GUI-3603,Farmaceutica Nacional,Cusco,Chiclayo,Documentos y paqueteria,3980.33,595,Envios del Sur EIRL,2539.42,1,Entregado
2023-02-12,2023,GUI-3604,Distribuidora Central,Trujillo,Huancayo,Maquinaria industrial,3455.34,423,Kargia Flota Norte,2473.95,2,Entregado
2023-02-12,2023,GUI-3605,Minera Altiplano,Iquitos,Trujillo,Textiles,2129.52,662,Transportes Andina SAC,1497.97,1,Entregado
2023-02-12,2023,GUI-3606,Constructora Norte,Arequipa,Arequipa,Perecibles,3139.59,34,Transportes Andina SAC,2836.98,1,Entregado
2023-02-12,2023,GUI-3607,Constructora Norte,Chiclayo,Iquitos,Electrodomesticos,1958.75,571,Logistica Rapida SAC,1680.03,1,Entregado
2023-02-12,2023,GUI-3608,Grupo Industrial Lima,Ica,Piura,Maquinaria industrial,3605.77,758,TransPeru Cargo,3926.14,1,Entregado
2023-02-12,2023,GUI-3609,Industrias del Pacifico,Chiclayo,Ica,Textiles,4218.86,607,Logistica Rapida SAC,2668.62,2,En transito
2023-02-12,2023,GUI-3610,Industrias del Pacifico,Cusco,Trujillo,Maquinaria industrial,439.18,744,Transportes Andina SAC,1129.15,1,En transito
2023-02-13,2023,GUI-3611,Comercial Andina SAC,Huancayo,Piura,Documentos y paqueteria,4013.22,760,Logistica Rapida SAC,4424.09,2,Entregado
2023-02-13,2023,GUI-3612,Farmaceutica Nacional,Tacna,Trujillo,Documentos y paqueteria,3087.95,907,Kargia Flota Norte,2519.9,1,Entregado
2023-02-13,2023,GUI-3613,Grupo Industrial Lima,Tacna,Ica,Textiles,1918.48,1050,Envios del Sur EIRL,2899.38,4,Entregado
2023-02-14,2023,GUI-3614,Constructora Norte,Arequipa,Lima,Textiles,2472.28,1038,Logistica Rapida SAC,2268.57,1,Entregado
2023-02-14,2023,GUI-3615,Minera Altiplano,Chiclayo,Iquitos,Electrodomesticos,685.32,508,Rutas Continentales SAC,1039.63,2,Entregado
2023-02-14,2023,GUI-3616,Constructora Norte,Tacna,Piura,Carga general,2040.76,655,Kargia Flota Norte,2463.77,1,Entregado
2023-02-14,2023,GUI-3617,Distribuidora Central,Tacna,Tacna,Maquinaria industrial,84.45,18,Logistica Rapida SAC,77.79,1,Entregado
2023-02-14,2023,GUI-3618,Distribuidora Central,Lima,Cusco,Refrigerado,1144.17,1056,TransPeru Cargo,2386.73,3,Entregado
2023-02-15,2023,GUI-3619,Constructora Norte,Trujillo,Piura,Electrodomesticos,904.02,652,Kargia Flota Norte,985.83,1,Entregado
2023-02-15,2023,GUI-3620,Textiles Peruanos SAC,Huancayo,Cusco,Refrigerado,4587.15,849,Logistica Rapida SAC,3541.49,1,Entregado
2023-02-15,2023,GUI-3621,Textiles Peruanos SAC,Huancayo,Tacna,Textiles,501.07,1087,Logistica Rapida SAC,1710.08,2,Entregado
2023-02-15,2023,GUI-3622,Comercial Andina SAC,Lima,Cusco,Carga general,388.63,1106,TransPeru Cargo,1716.65,3,Entregado
2023-02-15,2023,GUI-3623,Grupo Industrial Lima,Trujillo,Piura,Textiles,470.62,618,TransPeru Cargo,827.4,1,Entregado
2023-02-16,2023,GUI-3624,Industrias del Pacifico,Tacna,Chiclayo,Refrigerado,390.95,799,TransPeru Cargo,1383.98,1,Entregado
2023-02-16,2023,GUI-3625,Industrias del Pacifico,Tacna,Cusco,Refrigerado,426.38,537,Transportes Andina SAC,1043.1,2,En transito
2023-02-16,2023,GUI-3626,Grupo Industrial Lima,Arequipa,Tacna,Materiales de construccion,1809.53,690,Rutas Continentales SAC,1660.8,2,En transito
2023-02-16,2023,GUI-3627,Farmaceutica Nacional,Cusco,Huancayo,Textiles,2045.39,854,TransPeru Cargo,2058.61,1,Entregado
2023-02-16,2023,GUI-3628,Distribuidora Central,Arequipa,Piura,Maquinaria industrial,2527.6,426,Logistica Rapida SAC,2537.91,2,Entregado
2023-02-17,2023,GUI-3629,Industrias del Pacifico,Arequipa,Huancayo,Perecibles,3871,817,Kargia Flota Norte,3270.18,1,Entregado
2023-02-17,2023,GUI-3630,Corporacion Metalica Peru,Lima,Cusco,Materiales de construccion,1778.96,1142,Transportes Andina SAC,2028.53,2,Entregado
2023-02-17,2023,GUI-3631,Distribuidora Central,Arequipa,Tacna,Documentos y paqueteria,2965.66,615,Rutas Continentales SAC,2763.11,2,Entregado
2023-02-17,2023,GUI-3632,Corporacion Metalica Peru,Piura,Huancayo,Maquinaria industrial,455.83,774,Transportes Andina SAC,870.6,3,Entregado
2023-02-18,2023,GUI-3633,Corporacion Metalica Peru,Arequipa,Piura,Documentos y paqueteria,650.83,380,TransPeru Cargo,1162.67,1,Entregado
2023-02-18,2023,GUI-3634,Constructora Norte,Lima,Cusco,Electrodomesticos,3240.78,1052,Rutas Continentales SAC,2440.92,4,Entregado
2023-02-18,2023,GUI-3635,Textiles Peruanos SAC,Lima,Piura,Textiles,1933.94,938,Kargia Flota Norte,2252.9,3,Entregado
2023-02-18,2023,GUI-3636,Corporacion Metalica Peru,Huancayo,Arequipa,Maquinaria industrial,3015.66,799,Rutas Continentales SAC,2948.56,1,Entregado
2023-02-18,2023,GUI-3637,Comercial Andina SAC,Piura,Huancayo,Textiles,422.71,841,TransPeru Cargo,970.77,5,Retrasado
2023-02-18,2023,GUI-3638,Minera Altiplano,Chiclayo,Ica,Maquinaria industrial,1594.95,547,Transportes Andina SAC,1968.47,2,Entregado
2023-02-19,2023,GUI-3639,Grupo Industrial Lima,Ica,Lima,Electrodomesticos,4725.01,344,TransPeru Cargo,2674.9,2,Entregado
2023-02-19,2023,GUI-3640,Corporacion Metalica Peru,Huancayo,Tacna,Perecibles,1438.03,1066,Kargia Flota Norte,1938.68,3,Entregado
2023-02-19,2023,GUI-3641,Constructora Norte,Iquitos,Arequipa,Perecibles,3329.33,366,Transportes Andina SAC,2291.35,2,Entregado
2023-02-19,2023,GUI-3642,Constructora Norte,Lima,Ica,Maquinaria industrial,1992.68,281,Logistica Rapida SAC,1020.4,2,En transito
2023-02-20,2023,GUI-3643,Textiles Peruanos SAC,Piura,Lima,Documentos y paqueteria,2627.02,941,Logistica Rapida SAC,3020.84,3,Entregado
2023-02-20,2023,GUI-3644,Minera Altiplano,Arequipa,Iquitos,Refrigerado,2813.24,415,Kargia Flota Norte,1427.26,1,Entregado
2023-02-20,2023,GUI-3645,Grupo Industrial Lima,Piura,Ica,Perecibles,4087.14,826,Envios del Sur EIRL,3441.95,3,Entregado
2023-02-20,2023,GUI-3646,Agroexportadora del Valle,Cusco,Iquitos,Refrigerado,3007.37,425,Rutas Continentales SAC,2442.42,2,Entregado
2023-02-20,2023,GUI-3647,Distribuidora Central,Chiclayo,Cusco,Documentos y paqueteria,1975.06,556,Rutas Continentales SAC,1760.32,1,Entregado
2023-02-21,2023,GUI-3648,Corporacion Metalica Peru,Ica,Cusco,Textiles,4366.08,953,Rutas Continentales SAC,4526.9,1,Entregado
2023-02-21,2023,GUI-3649,Distribuidora Central,Ica,Cusco,Perecibles,4523.38,852,Envios del Sur EIRL,5166.33,1,Entregado
2023-02-21,2023,GUI-3650,Textiles Peruanos SAC,Lima,Iquitos,Refrigerado,833.62,1040,Logistica Rapida SAC,1993.89,3,Entregado
2023-02-21,2023,GUI-3651,Minera Altiplano,Tacna,Lima,Carga general,459.69,1311,Rutas Continentales SAC,1400.02,2,Entregado
2023-02-21,2023,GUI-3652,Textiles Peruanos SAC,Ica,Huancayo,Perecibles,230.14,128,TransPeru Cargo,241.35,1,En transito
2023-02-21,2023,GUI-3653,Minera Altiplano,Piura,Iquitos,Materiales de construccion,694.34,402,Kargia Flota Norte,718.86,4,Retrasado
2023-02-21,2023,GUI-3654,Comercial Andina SAC,Trujillo,Tacna,Carga general,503.69,973,Kargia Flota Norte,1147.4,3,Entregado
2023-02-22,2023,GUI-3655,Farmaceutica Nacional,Tacna,Lima,Electrodomesticos,1043.72,1292,Logistica Rapida SAC,1853.15,4,Cancelado
2023-02-22,2023,GUI-3656,Comercial Andina SAC,Lima,Chiclayo,Maquinaria industrial,4734.69,808,Envios del Sur EIRL,3537.03,2,Entregado
2023-02-22,2023,GUI-3657,Agroexportadora del Valle,Iquitos,Iquitos,Maquinaria industrial,4360.67,27,Transportes Andina SAC,2045.26,4,Retrasado
2023-02-22,2023,GUI-3658,Minera Altiplano,Piura,Tacna,Textiles,196.45,705,Envios del Sur EIRL,851.51,2,Entregado
2023-02-22,2023,GUI-3659,Corporacion Metalica Peru,Lima,Ica,Electrodomesticos,3602.14,292,Kargia Flota Norte,2613.69,2,Entregado
2023-02-22,2023,GUI-3660,Corporacion Metalica Peru,Cusco,Lima,Refrigerado,2636.61,1101,TransPeru Cargo,2998.91,3,Entregado
2023-02-22,2023,GUI-3661,Agroexportadora del Valle,Iquitos,Tacna,Refrigerado,769.97,563,Logistica Rapida SAC,1288.83,2,En transito
2023-02-23,2023,GUI-3662,Industrias del Pacifico,Ica,Arequipa,Materiales de construccion,3521.56,863,Kargia Flota Norte,2082.64,3,En transito
2023-02-23,2023,GUI-3663,Constructora Norte,Huancayo,Cusco,Refrigerado,1479.56,949,Envios del Sur EIRL,1825.89,3,Entregado
2023-02-23,2023,GUI-3664,Grupo Industrial Lima,Huancayo,Tacna,Materiales de construccion,2258.83,1144,Rutas Continentales SAC,2183.09,3,Entregado
2023-02-24,2023,GUI-3665,Constructora Norte,Piura,Lima,Documentos y paqueteria,1622.78,982,Rutas Continentales SAC,1622.86,3,Entregado
2023-02-24,2023,GUI-3666,Corporacion Metalica Peru,Cusco,Chiclayo,Refrigerado,2597.19,647,Transportes Andina SAC,2342.93,1,Entregado
2023-02-24,2023,GUI-3667,Comercial Andina SAC,Piura,Ica,Refrigerado,391.88,737,Transportes Andina SAC,1137.99,3,Entregado
2023-02-24,2023,GUI-3668,Constructora Norte,Huancayo,Trujillo,Electrodomesticos,558.47,344,TransPeru Cargo,686.6,2,Entregado
2023-02-25,2023,GUI-3669,Industrias del Pacifico,Tacna,Arequipa,Refrigerado,1245.3,661,Transportes Andina SAC,1721.66,3,Entregado
2023-02-25,2023,GUI-3670,Constructora Norte,Trujillo,Cusco,Electrodomesticos,1216.66,701,TransPeru Cargo,1267.88,3,Entregado
2023-02-25,2023,GUI-3671,Distribuidora Central,Tacna,Lima,Maquinaria industrial,867.56,1292,TransPeru Cargo,1772.8,3,Entregado
2023-02-25,2023,GUI-3672,Grupo Industrial Lima,Trujillo,Huancayo,Materiales de construccion,4255.97,319,Kargia Flota Norte,3078.89,1,Entregado
2023-02-25,2023,GUI-3673,Farmaceutica Nacional,Tacna,Chiclayo,Maquinaria industrial,1023.2,840,Transportes Andina SAC,2095.63,2,Entregado
2023-02-26,2023,GUI-3674,Agroexportadora del Valle,Chiclayo,Arequipa,Refrigerado,2887.64,484,Logistica Rapida SAC,1718.34,1,En transito
2023-02-26,2023,GUI-3675,Corporacion Metalica Peru,Cusco,Huancayo,Carga general,4396.36,929,TransPeru Cargo,3808.05,1,Entregado
2023-02-26,2023,GUI-3676,Comercial Andina SAC,Ica,Iquitos,Textiles,3447.05,829,Transportes Andina SAC,3842.95,1,En transito
2023-02-26,2023,GUI-3677,Industrias del Pacifico,Tacna,Iquitos,Perecibles,1871.98,638,Envios del Sur EIRL,1892.57,1,Entregado
2023-02-26,2023,GUI-3678,Farmaceutica Nacional,Iquitos,Piura,Maquinaria industrial,4477.48,360,Kargia Flota Norte,2701.2,1,Entregado
2023-02-26,2023,GUI-3679,Corporacion Metalica Peru,Cusco,Piura,Carga general,1059.8,444,Logistica Rapida SAC,967.4,3,Retrasado
2023-02-27,2023,GUI-3680,Corporacion Metalica Peru,Tacna,Lima,Perecibles,759.92,1308,Envios del Sur EIRL,2374.62,4,Entregado
2023-02-27,2023,GUI-3681,Industrias del Pacifico,Chiclayo,Huancayo,Carga general,2827.35,622,Logistica Rapida SAC,2028.76,2,Entregado
2023-02-27,2023,GUI-3682,Industrias del Pacifico,Arequipa,Huancayo,Perecibles,451.38,796,Logistica Rapida SAC,1046.53,1,Entregado
2023-02-27,2023,GUI-3683,Comercial Andina SAC,Trujillo,Huancayo,Textiles,1049.03,329,Kargia Flota Norte,1186.1,2,Entregado
2023-02-28,2023,GUI-3684,Minera Altiplano,Piura,Iquitos,Documentos y paqueteria,2460.29,404,Transportes Andina SAC,1503.78,1,Entregado
2023-02-28,2023,GUI-3685,Industrias del Pacifico,Trujillo,Arequipa,Perecibles,3633.68,666,Kargia Flota Norte,3639.21,2,En transito
2023-02-28,2023,GUI-3686,Minera Altiplano,Piura,Trujillo,Electrodomesticos,765.28,572,Rutas Continentales SAC,1330.45,1,Entregado
2023-02-28,2023,GUI-3687,Corporacion Metalica Peru,Chiclayo,Huancayo,Electrodomesticos,4014.57,546,Logistica Rapida SAC,2832.47,1,Entregado
2023-02-28,2023,GUI-3688,Minera Altiplano,Arequipa,Ica,Refrigerado,4765.11,826,Transportes Andina SAC,3004.39,3,Entregado
2023-02-28,2023,GUI-3689,Industrias del Pacifico,Arequipa,Cusco,Documentos y paqueteria,879.59,387,TransPeru Cargo,956.7,2,Entregado
2023-03-01,2023,GUI-3690,Grupo Industrial Lima,Arequipa,Huancayo,Textiles,2235.38,836,Logistica Rapida SAC,2203.91,1,Entregado
2023-03-01,2023,GUI-3691,Minera Altiplano,Cusco,Huancayo,Maquinaria industrial,4331.47,881,Envios del Sur EIRL,4219.78,2,Entregado
2023-03-01,2023,GUI-3692,Constructora Norte,Piura,Cusco,Textiles,112.3,462,Rutas Continentales SAC,732.78,1,En transito
2023-03-02,2023,GUI-3693,Grupo Industrial Lima,Chiclayo,Lima,Carga general,3619.84,769,TransPeru Cargo,2510,3,En transito
2023-03-02,2023,GUI-3694,Grupo Industrial Lima,Chiclayo,Cusco,Maquinaria industrial,684.67,634,Rutas Continentales SAC,1026.29,3,Entregado
2023-03-02,2023,GUI-3695,Grupo Industrial Lima,Ica,Lima,Perecibles,90.86,353,Transportes Andina SAC,381.58,2,Entregado
2023-03-03,2023,GUI-3696,Corporacion Metalica Peru,Tacna,Iquitos,Perecibles,2704.35,676,Logistica Rapida SAC,2761.53,1,Entregado
2023-03-03,2023,GUI-3697,Industrias del Pacifico,Iquitos,Trujillo,Documentos y paqueteria,1692.12,674,Rutas Continentales SAC,1936.78,3,Entregado
2023-03-03,2023,GUI-3698,Minera Altiplano,Cusco,Tacna,Carga general,2302.23,623,Kargia Flota Norte,2080.56,1,Cancelado
2023-03-03,2023,GUI-3699,Comercial Andina SAC,Lima,Ica,Textiles,1722.63,314,Kargia Flota Norte,939.68,2,En transito
2023-03-03,2023,GUI-3700,Industrias del Pacifico,Arequipa,Chiclayo,Refrigerado,3237.26,482,Logistica Rapida SAC,3473.36,1,Entregado
2023-03-03,2023,GUI-3701,Farmaceutica Nacional,Lima,Lima,Maquinaria industrial,2778.08,23,Logistica Rapida SAC,2114.46,1,Entregado
2023-03-03,2023,GUI-3702,Corporacion Metalica Peru,Ica,Trujillo,Perecibles,4084.24,404,Kargia Flota Norte,2135.09,1,Entregado
2023-03-03,2023,GUI-3703,Textiles Peruanos SAC,Trujillo,Piura,Maquinaria industrial,2263.6,684,Transportes Andina SAC,2499.77,3,Entregado
2023-03-03,2023,GUI-3704,Farmaceutica Nacional,Trujillo,Huancayo,Carga general,422.67,336,Kargia Flota Norte,646.71,1,Entregado
2023-03-03,2023,GUI-3705,Corporacion Metalica Peru,Ica,Huancayo,Textiles,1476.82,143,Transportes Andina SAC,759.55,1,Entregado
2023-03-04,2023,GUI-3706,Textiles Peruanos SAC,Trujillo,Iquitos,Documentos y paqueteria,3459.67,652,TransPeru Cargo,3929.68,3,Entregado
2023-03-04,2023,GUI-3707,Agroexportadora del Valle,Lima,Arequipa,Electrodomesticos,315.18,1018,Logistica Rapida SAC,1378.26,2,Entregado
2023-03-04,2023,GUI-3708,Minera Altiplano,Trujillo,Iquitos,Documentos y paqueteria,1847.36,699,TransPeru Cargo,1852.19,3,Entregado
2023-03-04,2023,GUI-3709,Grupo Industrial Lima,Lima,Ica,Documentos y paqueteria,1717.36,341,Envios del Sur EIRL,952.54,2,Entregado
2023-03-04,2023,GUI-3710,Agroexportadora del Valle,Ica,Tacna,Perecibles,715.59,1052,Kargia Flota Norte,1141.06,3,Entregado
2023-03-05,2023,GUI-3711,Industrias del Pacifico,Tacna,Iquitos,Documentos y paqueteria,3746.85,631,Transportes Andina SAC,3823.02,2,Entregado
2023-03-05,2023,GUI-3712,Agroexportadora del Valle,Chiclayo,Huancayo,Documentos y paqueteria,557.73,610,TransPeru Cargo,801.62,1,Entregado
2023-03-05,2023,GUI-3713,Comercial Andina SAC,Ica,Tacna,Documentos y paqueteria,1734.16,1045,TransPeru Cargo,3067.05,3,Entregado
2023-03-05,2023,GUI-3714,Distribuidora Central,Lima,Cusco,Documentos y paqueteria,573.39,1102,Kargia Flota Norte,1932.04,4,Entregado
2023-03-06,2023,GUI-3715,Distribuidora Central,Chiclayo,Tacna,Refrigerado,4000.6,830,Transportes Andina SAC,3173.44,3,Entregado
2023-03-06,2023,GUI-3716,Distribuidora Central,Lima,Chiclayo,Maquinaria industrial,3265.77,765,Transportes Andina SAC,2394.71,2,Entregado
2023-03-06,2023,GUI-3717,Industrias del Pacifico,Chiclayo,Huancayo,Textiles,525.13,528,Rutas Continentales SAC,1181.46,2,Entregado
2023-03-06,2023,GUI-3718,Farmaceutica Nacional,Iquitos,Arequipa,Maquinaria industrial,2191.78,365,TransPeru Cargo,1829.99,2,Entregado
2023-03-06,2023,GUI-3719,Distribuidora Central,Chiclayo,Tacna,Refrigerado,2270.13,780,Transportes Andina SAC,2866.34,1,Entregado
2023-03-06,2023,GUI-3720,Minera Altiplano,Ica,Trujillo,Maquinaria industrial,3412.79,351,Logistica Rapida SAC,3033.95,2,Entregado
2023-03-06,2023,GUI-3721,Textiles Peruanos SAC,Ica,Tacna,Perecibles,3019.97,1041,Transportes Andina SAC,2841.44,2,Entregado
2023-03-06,2023,GUI-3722,Comercial Andina SAC,Huancayo,Lima,Refrigerado,640.79,290,Envios del Sur EIRL,493.16,1,Entregado
2023-03-06,2023,GUI-3723,Minera Altiplano,Chiclayo,Trujillo,Maquinaria industrial,4274.35,368,Envios del Sur EIRL,3247.03,2,Entregado
2023-03-07,2023,GUI-3724,Farmaceutica Nacional,Lima,Arequipa,Electrodomesticos,2658.03,1059,Envios del Sur EIRL,2518.04,3,Entregado
2023-03-07,2023,GUI-3725,Textiles Peruanos SAC,Huancayo,Huancayo,Documentos y paqueteria,3229.99,34,Envios del Sur EIRL,1528.1,2,Cancelado
